web-scraper-order,web-scraper-start-url,CLICKER,PLAYER,TEAM,AGE,POSITION,GAMES_PLAYED,GAMES,FREQ_PCT,DFGM,DFGA,DFG_PCT,FG_PCT,DIFF_PCT
"1723586216-5307","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Scoot Henderson","POR","20","G","62","62","100","407","762","53.4","47.1","6.3"
"1723586216-5308","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Spencer Dinwiddie","LAL","31","G","75","75","100","359","761","47.2","46.6","0.5"
"1723586216-5309","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Zion Williamson","NOP","23","F","70","70","100","357","755","47.3","47.7","-0.4"
"1723586216-5310","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Kevon Looney","GSW","28","F","74","74","100","350","755","46.4","49.9","-3.5"
"1723586216-5311","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Jaylen Brown","BOS","27","G-F","70","70","100","338","755","44.8","47.1","-2.4"
"1723586216-5312","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Santi Aldama","MEM","23","F-C","61","61","100","356","752","47.3","48.0","-0.6"
"1723586216-5313","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Mike Conley","MIN","36","G","76","76","100","337","752","44.8","46.1","-1.3"
"1723586216-5314","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Nickeil Alexander-Walker","MIN","25","G","82","82","100","324","746","43.4","46.2","-2.8"
"1723586216-5315","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Cole Anthony","ORL","24","G","81","81","100","350","738","47.4","45.9","1.5"
"1723586216-5316","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Cason Wallace","OKC","20","G","82","82","100","329","736","44.7","45.9","-1.2"
"1723586216-5317","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Keldon Johnson","SAS","24","F-G","69","69","100","362","735","49.3","47.6","1.7"
"1723586216-5318","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Pat Connaughton","MIL","31","G","76","76","100","345","735","46.9","45.9","1.0"
"1723586216-5319","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Kelly Oubre Jr.","PHI","28","F-G","67","67","100","344","733","46.9","46.6","0.4"
"1723586216-5320","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Reggie Jackson","DEN","34","G","81","81","100","358","732","48.9","46.4","2.5"
"1723586216-5321","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Bradley Beal","PHX","31","G","53","53","100","344","731","47.1","46.7","0.3"
"1723586216-5322","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Tyrese Haliburton","IND","24","G","69","69","100","386","730","52.9","46.5","6.4"
"1723586216-5323","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Ochai Agbaji","TOR","24","G","78","78","100","316","725","43.6","46.5","-2.9"
"1723586216-5324","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Onyeka Okongwu","ATL","23","F-C","55","55","100","363","712","51.0","48.9","2.1"
"1723586216-5325","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","LeBron James","LAL","39","F","70","70","100","328","710","46.2","48.0","-1.8"
"1723586216-5326","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Caris LeVert","CLE","29","G","68","68","100","316","710","44.5","46.8","-2.3"
"1723586216-5327","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Rui Hachimura","LAL","26","F","68","68","100","341","709","48.1","48.9","-0.8"
"1723586216-5328","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Trae Young","ATL","25","G","54","54","100","359","708","50.7","46.1","4.6"
"1723586216-5329","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Jalen Williams","OKC","23","G-F","71","71","100","317","707","44.8","47.3","-2.5"
"1723586216-5330","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Peyton Watson","DEN","21","G","79","79","100","299","706","42.4","47.0","-4.6"
"1723586216-5331","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Collin Sexton","UTA","25","G","78","78","100","348","702","49.6","46.8","2.8"
"1723586216-5332","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Andrew Nembhard","IND","24","G-F","67","67","100","325","700","46.4","46.7","-0.3"
"1723586216-5333","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Toumani Camara","POR","24","F","70","70","100","348","699","49.8","47.5","2.3"
"1723586216-5334","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Kyle Anderson","MIN","30","F-G","79","79","100","317","698","45.4","47.3","-1.9"
"1723586216-5335","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Kentavious Caldwell-Pope","DEN","31","G","74","74","100","308","695","44.3","46.5","-2.2"
"1723586216-5336","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Brandon Ingram","NOP","26","F","64","64","100","332","690","48.1","47.4","0.8"
"1723586216-5337","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Dyson Daniels","NOP","21","G","61","61","100","322","683","47.1","46.8","0.3"
"1723586216-5338","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","De'Andre Hunter","ATL","26","F-G","57","57","100","331","682","48.5","47.3","1.2"
"1723586216-5339","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Sam Hauser","BOS","26","F","79","79","100","323","676","47.8","46.4","1.4"
"1723586216-5340","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Kyle Lowry","PHI","38","G","59","59","100","333","676","49.3","46.3","2.9"
"1723586216-5341","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Duop Reath","POR","28","C","68","68","100","325","670","48.5","48.7","-0.2"
"1723586216-5342","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Wendell Carter Jr.","ORL","25","C-F","55","55","100","330","666","49.5","49.7","-0.2"
"1723586216-5343","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Derrick Jones Jr.","DAL","27","F","76","76","100","306","665","46.0","47.1","-1.1"
"1723586216-5344","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Ausar Thompson","DET","21","G-F","63","63","100","321","665","48.3","47.1","1.2"
"1723586216-5345","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Tyus Jones","WAS","28","G","66","66","100","351","664","52.9","45.9","7.0"
"1723586216-5346","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Andre Drummond","CHI","30","C","78","78","100","328","663","49.5","50.2","-0.7"
"1723586216-5347","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Moritz Wagner","ORL","27","F-C","80","80","100","324","663","48.9","48.4","0.4"
"1723586216-5348","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Kevin Huerter","SAC","25","G-F","63","63","100","329","659","49.9","46.8","3.1"
"1723586216-5349","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Drew Eubanks","PHX","27","F-C","74","74","100","308","658","46.8","48.6","-1.8"
"1723586216-5350","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","OG Anunoby","NYK","26","F-G","50","50","100","284","650","43.7","47.5","-3.8"
"1723586216-5351","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Kyrie Irving","DAL","32","G","58","58","100","317","646","49.1","46.5","2.5"
"1723586216-5352","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Bilal Coulibaly","WAS","19","G","62","62","100","326","645","50.5","46.9","3.6"
"1723586216-5353","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Julius Randle","NYK","29","F-C","46","46","100","310","644","48.1","49.0","-0.8"
"1723586216-5354","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Julian Champagnie","SAS","23","F","74","74","100","292","640","45.6","47.3","-1.7"
"1723586216-5355","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Jimmy Butler","MIA","34","F","60","60","100","302","639","47.3","47.2","0.0"
"1723586216-5356","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Luke Kornet","BOS","28","C-F","63","63","100","284","638","44.5","47.9","-3.4"
"1723586216-5357","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Haywood Highsmith","MIA","27","F","64","64","100","285","634","45.0","46.7","-1.7"
"1723586216-5358","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Dario Saric","GSW","30","F-C","63","63","100","319","634","50.3","48.8","1.6"
"1723586216-5359","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Terance Mann","LAC","27","G-F","75","75","100","317","632","50.2","46.9","3.3"
"1723586216-5360","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Saddiq Bey","ATL","25","G-F","63","63","100","316","629","50.2","47.3","3.0"
"1723586216-5361","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Norman Powell","LAC","31","G","76","76","100","287","629","45.6","46.5","-0.9"
"1723586216-5362","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Marvin Bagley III","WAS","25","F","50","50","100","306","626","48.9","49.6","-0.7"
"1723586216-5363","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Malik Monk","SAC","26","G","71","71","100","289","623","46.4","46.1","0.3"
"1723586216-5364","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Trayce Jackson-Davis","GSW","24","F","67","67","100","296","620","47.7","48.6","-0.9"
"1723586216-5365","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Isaiah Stewart","DET","23","F-C","46","46","100","266","619","43.0","48.5","-5.5"
"1723586216-5366","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Anfernee Simons","POR","25","G","46","46","100","335","618","54.2","47.5","6.7"
"1723586216-5367","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Jabari Walker","POR","21","F","72","72","100","293","614","47.7","48.1","-0.4"
"1723586216-5368","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Isaac Okoro","CLE","23","F-G","68","68","100","276","610","45.2","46.6","-1.3"
"1723586216-5369","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Darius Garland","CLE","24","G","57","57","100","306","605","50.6","46.0","4.6"
"1723586216-5370","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Devin Vassell","SAS","23","G-F","68","68","100","313","602","52.0","47.1","4.9"
"1723586216-5371","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Christian Braun","DEN","23","G","81","81","100","270","601","44.9","46.2","-1.3"
"1723586216-5372","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Vince Williams Jr.","MEM","23","G","50","50","100","293","601","48.8","47.4","1.3"
"1723586216-5373","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Tyler Herro","MIA","24","G","42","42","100","264","599","44.1","46.0","-1.9"
"1723586216-5374","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Trey Murphy III","NOP","24","F","57","57","100","245","591","41.5","47.0","-5.5"
"1723586216-5375","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Patrick Beverley","MIL","35","G","72","72","100","260","587","44.3","46.9","-2.6"
"1723586216-5376","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Jerami Grant","POR","30","F","54","54","100","299","584","51.2","48.3","2.9"
"1723586216-5377","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Simone Fontecchio","DET","28","F","66","66","100","268","581","46.1","47.6","-1.4"
"1723586216-5378","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Aaron Wiggins","OKC","25","G","78","78","100","256","578","44.3","46.5","-2.3"
"1723586216-5379","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Duncan Robinson","MIA","30","F","68","68","100","269","575","46.8","46.1","0.7"
"1723586216-5380","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Khris Middleton","MIL","32","F","55","55","100","259","573","45.2","46.6","-1.4"
"1723586216-5381","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Obi Toppin","IND","26","F","82","82","100","278","572","48.6","47.8","0.8"
"1723586216-5382","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Daniel Theis","LAC","32","F-C","60","60","100","271","570","47.5","48.3","-0.7"
"1723586216-5383","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Jeff Green","HOU","37","F","77","77","100","241","561","43.0","47.2","-4.3"
"1723586216-5384","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","James Wiseman","DET","23","C","63","63","100","270","559","48.3","49.3","-1.0"
"1723586216-5385","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Miles McBride","NYK","23","G","64","64","100","253","555","45.6","46.0","-0.4"
"1723586216-5386","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Josh Green","DAL","23","G","57","57","100","274","552","49.6","46.1","3.5"
"1723586216-5387","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Cameron Johnson","BKN","28","F","57","57","100","261","549","47.5","46.8","0.7"
"1723586216-5388","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Payton Pritchard","BOS","26","G","82","82","100","268","547","49.0","45.5","3.5"
"1723586216-5389","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Nicolas Batum","PHI","35","G-F","58","58","100","244","546","44.7","46.7","-2.0"
"1723586216-5390","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Chris Paul","GSW","39","G","58","58","100","263","543","48.4","46.0","2.4"
"1723586216-5391","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Matisse Thybulle","POR","27","G-F","65","65","100","261","543","48.1","46.8","1.3"
"1723586216-5392","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Isaiah Joe","OKC","24","G","77","77","100","264","543","48.6","46.4","2.2"
"1723586216-5393","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Larry Nance Jr.","NOP","31","F-C","61","61","100","266","527","50.5","49.9","0.6"
"1723586216-5394","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Jordan Clarkson","UTA","32","G","55","55","100","260","521","49.9","46.9","3.0"
"1723586216-5395","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Amir Coffey","LAC","27","G-F","66","66","100","249","520","47.9","45.9","1.9"
"1723586216-5396","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Eric Gordon","PHX","35","G","68","68","100","234","519","45.1","46.6","-1.6"
"1723586216-5397","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Dwight Powell","DAL","32","F-C","58","58","100","239","514","46.5","47.7","-1.3"
"1723586216-5398","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Kris Dunn","UTA","30","G","63","63","100","219","514","42.6","47.2","-4.6"
"1723586216-5399","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Desmond Bane","MEM","26","G","42","42","100","236","509","46.4","47.1","-0.8"
"1723586216-5400","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Bennedict Mathurin","IND","22","G-F","59","59","100","277","508","54.5","47.1","7.4"
"1723586216-5401","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Xavier Tillman","BOS","25","F","54","54","100","237","507","46.7","49.0","-2.2"
"1723586216-5402","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Day'Ron Sharpe","BKN","22","C","60","60","100","248","506","49.0","49.0","0.0"
"1723586216-5403","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Jalen Smith","IND","24","F-C","61","61","100","256","504","50.8","48.7","2.1"
"1723586216-5404","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Jaxson Hayes","LAL","24","C-F","67","67","100","231","503","45.9","48.3","-2.3"
"1723586216-5405","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Jaylin Williams","OKC","22","F","69","69","100","250","503","49.7","48.6","1.1"
"1723586216-5406","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Goga Bitadze","ORL","24","C-F","58","58","100","251","500","50.2","50.0","0.2"
"1723586216-5407","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Donovan Mitchell","CLE","27","G","55","55","100","238","500","47.6","47.0","0.6"
"1723586216-5408","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Naji Marshall","NOP","26","F","66","66","100","213","498","42.8","47.0","-4.2"
"1723586216-5409","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Maxi Kleber","DAL","32","F","43","43","100","213","494","43.1","48.3","-5.2"
"1723586216-5410","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Gary Trent Jr.","TOR","25","G","71","71","100","253","492","51.4","46.4","5.0"
"1723586216-5411","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Russell Westbrook","LAC","35","G","68","68","100","214","491","43.6","46.5","-3.0"
"1723586216-5412","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","John Konchar","MEM","28","G","53","53","100","244","491","49.7","46.5","3.2"
"1723586216-5413","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Trey Lyles","SAC","28","F","58","58","100","239","488","49.0","47.8","1.2"
"1723586216-5414","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Gradey Dick","TOR","20","G-F","58","58","100","252","483","52.2","46.6","5.6"
"1723586216-5415","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Marcus Sasser","DET","23","G","69","69","100","235","482","48.8","45.6","3.1"
"1723586216-5416","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Bojan Bogdanovic","NYK","35","F","57","57","100","251","469","53.5","47.2","6.3"
"1723586216-5417","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Amen Thompson","HOU","21","G-F","61","61","100","211","466","45.3","46.3","-1.0"
"1723586216-5418","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Anthony Black","ORL","20","G","60","60","100","219","465","47.1","46.6","0.5"
"1723586216-5419","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","David Roddy","PHX","23","F","61","61","100","210","463","45.4","47.3","-1.9"
"1723586216-5420","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Malaki Branham","SAS","21","F","74","74","100","242","452","53.5","46.4","7.1"
"1723586216-5421","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Cedi Osman","SAS","29","F","72","72","100","239","451","53.0","46.9","6.1"
"1723586216-5422","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Jordan Hawkins","NOP","22","G","62","62","100","201","450","44.7","45.9","-1.2"
"1723586216-5423","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Aaron Holiday","HOU","27","G","77","77","100","210","440","47.7","46.0","1.7"
"1723586216-5424","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Moses Moody","GSW","22","G","64","64","100","185","439","42.1","46.3","-4.1"
"1723586216-5425","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Mason Plumlee","LAC","34","F-C","44","44","100","210","438","47.9","49.8","-1.8"
"1723586216-5426","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","T.J. McConnell","IND","32","G","71","71","100","228","435","52.4","46.1","6.3"
"1723586216-5427","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Dean Wade","CLE","27","F-C","52","52","100","206","435","47.4","47.9","-0.5"
"1723586216-5428","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Josh Richardson","MIA","30","G","42","42","100","214","434","49.3","46.0","3.3"
"1723586216-5429","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Torrey Craig","CHI","33","F","53","53","100","213","432","49.3","47.6","1.7"
"1723586216-5430","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Max Christie","LAL","21","G","61","61","100","191","429","44.5","46.1","-1.6"
"1723586216-5431","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Patrick Williams","CHI","22","F","42","42","100","208","428","48.6","48.6","0.0"
"1723586216-5432","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Jordan Goodwin","MEM","25","G","55","55","100","197","423","46.6","46.4","0.2"
"1723586216-5433","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Dennis Smith Jr.","BKN","26","G","55","55","100","186","419","44.4","46.0","-1.6"
"1723586216-5434","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","De'Anthony Melton","PHI","26","G","38","38","100","211","418","50.5","46.5","4.0"
"1723586216-5435","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Jae Crowder","MIL","33","F","50","50","100","181","414","43.7","47.1","-3.3"
"1723586216-5436","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Christian Wood","LAL","28","F","49","49","100","181","414","43.7","47.5","-3.8"
"1723586216-5437","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Cameron Payne","PHI","29","G","76","76","100","199","413","48.2","46.2","1.9"
"1723586216-5438","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Bismack Biyombo","OKC","31","C","38","38","100","200","412","48.5","49.6","-1.1"
"1723586216-5439","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Jock Landale","HOU","28","C","55","55","100","182","411","44.3","48.0","-3.7"
"1723586216-5440","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Isaiah Jackson","IND","22","F","55","55","100","191","407","46.9","48.6","-1.7"
