web-scraper-order,web-scraper-start-url,CLICKER,PLAYER,TEAM,AGE,POSITION,GAMES_PLAYED,GAMES,FREQ_PCT,DFGM,DFGA,DFG_PCT,FG_PCT,DIFF_PCT
"1723585888-1053","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Al-Farouq Aminu","POR","25","F","82","82","100","339","752","45.1","45.5","-0.5"
"1723585888-1054","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Langston Galloway","NYK","24","G","82","82","100","320","750","42.7","43.5","-0.9"
"1723585888-1055","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Ryan Anderson","NOP","28","F","66","66","100","338","747","45.2","45.2","0.1"
"1723585888-1056","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Danny Green","SAS","29","G-F","79","79","100","334","747","44.7","44.3","0.4"
"1723585888-1057","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jordan Hill","IND","28","C","73","73","100","367","745","49.3","47.0","2.3"
"1723585888-1058","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Rudy Gobert","UTA","24","C","61","61","100","326","742","43.9","47.4","-3.5"
"1723585888-1059","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Ricky Rubio","MIN","25","G","76","76","100","344","742","46.4","43.8","2.5"
"1723585888-1060","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Frank Kaminsky","CHA","23","C","80","80","100","340","739","46.0","45.4","0.6"
"1723585888-1061","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jahlil Okafor","PHI","20","C","53","53","100","356","735","48.4","47.9","0.6"
"1723585888-1062","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Will Barton","DEN","25","F-G","82","82","100","328","735","44.6","43.6","1.0"
"1723585888-1063","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Evan Fournier","ORL","23","G-F","78","78","100","346","733","47.2","44.1","3.1"
"1723585888-1064","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Elfrid Payton","ORL","22","G","72","72","100","341","733","46.5","43.8","2.7"
"1723585888-1065","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Trevor Ariza","HOU","31","F","80","80","100","327","729","44.9","44.9","-0.1"
"1723585888-1066","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Kosta Koufos","SAC","27","C","77","77","100","342","725","47.2","46.6","0.6"
"1723585888-1067","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Goran Dragic","MIA","30","G","72","72","100","294","719","40.9","44.0","-3.1"
"1723585888-1068","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Chris Paul","LAC","31","G","74","74","100","333","714","46.6","44.4","2.3"
"1723585888-1069","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jeremy Lin","CHA","27","G","78","78","100","293","710","41.3","43.4","-2.1"
"1723585888-1070","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Bojan Bogdanovic","BKN","27","G-F","79","79","100","360","710","50.7","44.0","6.7"
"1723585888-1071","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Rajon Rondo","SAC","30","G","71","71","100","327","709","46.1","43.9","2.3"
"1723585888-1072","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Cory Joseph","TOR","24","G","79","79","100","295","705","41.8","43.5","-1.6"
"1723585888-1073","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Timofey Mozgov","CLE","29","C","76","76","100","313","705","44.4","47.6","-3.2"
"1723585888-1074","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jose Calderon","NYK","34","G","72","72","100","326","704","46.3","44.0","2.3"
"1723585888-1075","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Zach LaVine","MIN","21","G","82","82","100","326","700","46.6","43.6","3.0"
"1723585888-1076","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Andrew Bogut","GSW","31","C","70","70","100","307","699","43.9","47.2","-3.3"
"1723585888-1077","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Courtney Lee","CHA","30","G","79","79","100","288","698","41.3","43.5","-2.3"
"1723585888-1078","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Ed Davis","POR","27","F-C","81","81","100","303","698","43.4","47.1","-3.7"
"1723585888-1079","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Nikola Mirotic","CHI","25","F","66","66","100","318","697","45.6","45.1","0.5"
"1723585888-1080","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jonas Valanciunas","TOR","24","C","59","59","100","331","696","47.6","47.4","0.2"
"1723585888-1081","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Gary Harris","DEN","21","G","76","76","100","328","695","47.2","44.2","3.0"
"1723585888-1082","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Rodney Hood","UTA","23","G","79","79","100","309","695","44.5","44.4","0.1"
"1723585888-1083","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Nicolas Batum","CHA","27","G-F","70","70","100","301","694","43.4","44.1","-0.7"
"1723585888-1084","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Mirza Teletovic","PHX","30","F","78","78","100","337","692","48.7","44.9","3.8"
"1723585888-1085","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Myles Turner","IND","20","F-C","60","60","100","310","690","44.9","46.4","-1.4"
"1723585888-1086","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Zach Randolph","MEM","34","F","68","68","100","338","688","49.1","47.3","1.8"
"1723585888-1087","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jrue Holiday","NOP","26","G","65","65","100","319","688","46.4","43.9","2.5"
"1723585888-1088","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Devin Booker","PHX","19","G","73","73","100","329","687","47.9","43.7","4.1"
"1723585888-1089","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Tim Duncan","SAS","40","C-F","61","61","100","297","687","43.2","47.4","-4.1"
"1723585888-1090","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Raymond Felton","DAL","32","G","80","80","100","288","685","42.0","43.8","-1.8"
"1723585888-1091","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Otto Porter Jr.","WAS","23","F","75","75","100","330","684","48.2","44.0","4.3"
"1723585888-1092","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Ersan Ilyasova","ORL","29","F","74","74","100","347","683","50.8","45.7","5.1"
"1723585888-1093","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Kelly Olynyk","BOS","25","C-F","68","68","100","298","682","43.7","45.4","-1.7"
"1723585888-1094","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Kawhi Leonard","SAS","25","F","72","72","100","262","681","38.5","44.9","-6.4"
"1723585888-1095","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Patrick Patterson","TOR","27","F","78","78","100","286","680","42.1","44.8","-2.7"
"1723585888-1096","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Cody Zeller","CHA","23","C-F","73","73","100","314","676","46.4","47.7","-1.2"
"1723585888-1097","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Kenneth Faried","DEN","26","F","67","67","100","345","667","51.7","46.5","5.2"
"1723585888-1098","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Matthew Dellavedova","CLE","25","G","76","76","100","277","664","41.7","43.4","-1.7"
"1723585888-1099","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Jeff Teague","ATL","28","G","79","79","100","261","663","39.4","43.7","-4.3"
"1723585888-1100","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Garrett Temple","WAS","30","G","79","79","100","295","662","44.6","43.8","0.8"
"1723585888-1101","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Isaiah Thomas","BOS","27","G","81","81","100","284","661","43.0","43.8","-0.8"
"1723585888-1102","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Deron Williams","DAL","32","G","65","65","100","284","660","43.0","43.6","-0.6"
"1723585888-1103","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Meyers Leonard","POR","24","F-C","60","60","100","299","659","45.4","46.1","-0.7"
"1723585888-1104","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Hollis Thompson","PHI","25","G-F","77","77","100","299","658","45.4","44.1","1.3"
"1723585888-1105","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Dion Waiters","OKC","24","G","78","78","100","280","654","42.8","43.6","-0.8"
"1723585888-1106","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Patrick Beverley","HOU","27","G","71","71","100","277","654","42.4","44.0","-1.7"
"1723585888-1107","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Harrison Barnes","GSW","24","F","66","66","100","301","652","46.2","45.0","1.1"
"1723585888-1108","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Chris Bosh","MIA","32","F","53","53","100","294","646","45.5","45.5","0.1"
"1723585888-1109","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Derrick Rose","CHI","27","G","66","66","100","294","644","45.7","44.4","1.3"
"1723585888-1110","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","JJ Redick","LAC","32","G","74","74","100","248","643","38.6","43.9","-5.4"
"1723585888-1111","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Avery Bradley","BOS","25","G","75","75","100","275","642","42.8","43.9","-1.1"
"1723585888-1112","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","DeMar DeRozan","TOR","26","G","77","77","100","298","642","46.4","44.2","2.2"
"1723585888-1113","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Kent Bazemore","ATL","26","F-G","75","75","100","258","640","40.3","44.4","-4.1"
"1723585888-1114","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","LeBron James","CLE","31","F","76","76","100","244","635","38.4","44.7","-6.3"
"1723585888-1115","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Arron Afflalo","NYK","30","G","71","71","100","279","634","44.0","43.9","0.2"
"1723585888-1116","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Darrell Arthur","DEN","28","F","70","70","100","277","632","43.8","45.9","-2.1"
"1723585888-1117","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","David West","SAS","35","F","78","78","100","290","631","46.0","46.3","-0.3"
"1723585888-1118","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Robert Covington","PHI","25","F","67","67","100","274","628","43.6","44.5","-0.9"
"1723585888-1119","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Marc Gasol","MEM","31","C","52","52","100","276","627","44.0","47.8","-3.7"
"1723585888-1120","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Markieff Morris","WAS","26","F","64","64","100","276","625","44.2","45.7","-1.5"
"1723585888-1121","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Darren Collison","SAC","28","G","73","73","100","295","623","47.4","43.5","3.8"
"1723585888-1122","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Dante Cunningham","NOP","29","F","78","78","100","291","623","46.7","44.5","2.2"
"1723585888-1123","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Tyson Chandler","PHX","33","C","66","66","100","319","622","51.3","47.5","3.8"
"1723585888-1124","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Gordon Hayward","UTA","26","F","80","80","100","278","618","45.0","44.7","0.3"
"1723585888-1125","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Willie Cauley-Stein","SAC","22","C","65","65","100","283","617","45.9","45.6","0.3"
"1723585888-1126","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Lavoy Allen","IND","27","F-C","79","79","100","279","616","45.3","46.0","-0.7"
"1723585888-1127","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Wesley Johnson","LAC","28","F-G","80","80","100","275","615","44.7","45.2","-0.4"
"1723585888-1128","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Aaron Gordon","ORL","20","F","77","77","100","271","613","44.2","45.3","-1.1"
"1723585888-1129","https://www.nba.com/stats/players/defense-dash-overall?SeasonType=Regular+Season&PerMode=Totals&Season=2015-16","","Omri Casspi","SAC","28","F","68","68","100","287","606","47.4","44.6","2.8"
