web-scraper-order,web-scraper-start-url,click,Player,Team,Age,GAMES_PLAYED,Min,Deflections,DEF_Loose_Balls_Recovered,Contested_2PT_Shots,Contested_3PT_Shots,Contested_Shots
"1723589292-3129","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2021-22","","Armoni Brooks","TOR","24","54","844","62","6","41","66","107"
"1723589292-3130","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2021-22","","Arnoldas Kulboka","CHA","24","2","5","0","0","0","1","1"
"1723589292-3131","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2021-22","","Austin Reaves","LAL","24","61","1418","69","10","190","153","343"
"1723589292-3132","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2021-22","","Austin Rivers","DEN","29","67","1480","97","14","94","81","175"
"1723589292-3133","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2021-22","","Avery Bradley","LAL","31","62","1406","96","18","75","91","166"
"1723589292-3134","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2021-22","","Ayo Dosunmu","CHI","22","77","2110","104","35","239","129","368"
"1723589292-3135","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2021-22","","BJ Johnson","ORL","26","4","65","1","0","8","1","9"
"1723589292-3136","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2021-22","","Bam Adebayo","MIA","24","56","1825","136","21","276","163","439"
"1723589292-3137","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2021-22","","Ben McLemore","POR","29","64","1285","66","14","60","102","162"
"1723589292-3138","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2021-22","","Bismack Biyombo","PHX","29","36","506","34","7","151","32","183"
"1723589292-3139","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2021-22","","Blake Griffin","BKN","33","56","958","53","11","153","100","253"
"1723589292-3140","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2021-22","","Boban Marjanovic","DAL","33","23","128","1","0","37","7","44"
"1723589292-3141","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2021-22","","Bobby Portis","MIL","27","72","2028","116","18","391","260","651"
"1723589292-3142","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2021-22","","Bogdan Bogdanovic","ATL","29","63","1849","123","15","164","204","368"
"1723589292-3143","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2021-22","","Bojan Bogdanovic","UTA","33","69","2131","51","15","133","162","295"
"1723589292-3144","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2021-22","","Bol Bol","ORL","22","14","81","3","3","7","16","23"
"1723589292-3145","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2021-22","","Bones Hyland","DEN","21","69","1310","81","20","109","127","236"
"1723589292-3146","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2021-22","","Brad Wanamaker","WAS","32","23","320","15","4","23","26","49"
"1723589292-3147","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2021-22","","Bradley Beal","WAS","29","40","1439","77","21","90","93","183"
"1723589292-3148","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2021-22","","Brandon Boston Jr.","LAC","20","51","760","43","7","52","70","122"
"1723589292-3149","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2021-22","","Brandon Clarke","MEM","25","64","1246","77","19","267","126","393"
"1723589292-3150","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2021-22","","Brandon Goodwin","CLE","26","36","502","44","12","34","31","65"
"1723589292-3151","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2021-22","","Brandon Ingram","NOP","24","55","1869","74","16","163","168","331"
"1723589292-3152","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2021-22","","Brandon Knight","DAL","30","5","65","3","1","3","7","10"
"1723589292-3153","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2021-22","","Brandon Williams","POR","22","24","640","45","5","52","85","137"
"1723589292-3154","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2021-22","","Braxton Key","DET","25","11","197","20","5","29","21","50"
"1723589292-3155","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2021-22","","Brodric Thomas","BOS","25","12","60","5","3","5","4","9"
