web-scraper-order,web-scraper-start-url,click,Player,Team,Age,GAMES_PLAYED,Min,Deflections,DEF_Loose_Balls_Recovered,Contested_2PT_Shots,Contested_3PT_Shots,Contested_Shots
"1723589370-4561","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Julius Randle","NYK","29","46","1630","49","13","112","135","247"
"1723589370-4562","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Justin Champagnie","WAS","23","15","235","12","6","24","18","42"
"1723589370-4563","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Justin Holiday","DEN","35","58","862","68","12","60","46","106"
"1723589370-4564","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Justin Jackson","MIN","29","2","1","0","0","0","0","0"
"1723589370-4565","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Justin Minaya","POR","25","34","381","33","5","31","28","59"
"1723589370-4566","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Jusuf Nurkic","PHX","29","76","2078","166","24","483","84","567"
"1723589370-4567","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","KJ Martin","PHI","23","60","747","41","7","64","35","99"
"1723589370-4568","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Kaiser Gates","NOP","27","1","7","0","0","0","0","0"
"1723589370-4569","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Karl-Anthony Towns","MIN","28","62","2026","83","22","292","167","459"
"1723589370-4570","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Kawhi Leonard","LAC","33","68","2330","192","43","197","171","368"
"1723589370-4571","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Keegan Murray","SAC","23","77","2589","127","36","295","126","421"
"1723589370-4572","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Keita Bates-Diop","BKN","28","53","665","36","6","80","50","130"
"1723589370-4573","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Keldon Johnson","SAS","24","69","2038","95","16","133","120","253"
"1723589370-4574","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Kelly Olynyk","TOR","33","78","1759","176","15","203","133","336"
"1723589370-4575","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Kelly Oubre Jr.","PHI","28","68","2055","166","23","124","97","221"
"1723589370-4576","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Kendall Brown","IND","21","15","63","4","1","1","1","2"
"1723589370-4577","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Kenneth Lofton Jr.","UTA","21","21","198","12","1","34","19","53"
"1723589370-4578","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Kenrich Williams","OKC","29","69","1029","78","17","88","61","149"
"1723589370-4579","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Kentavious Caldwell-Pope","DEN","31","76","2402","182","30","110","69","179"
"1723589370-4580","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Keon Ellis","SAC","24","57","979","104","15","81","67","148"
"1723589370-4581","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Keon Johnson","BKN","22","5","61","5","2","3","1","4"
"1723589370-4582","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Kessler Edwards","SAC","23","54","275","13","2","42","20","62"
"1723589370-4583","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Kevin Durant","PHX","35","75","2791","117","32","247","197","444"
"1723589370-4584","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Kevin Huerter","SAC","25","64","1562","111","11","141","122","263"
"1723589370-4585","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Kevin Knox II","DET","24","31","560","18","5","51","46","97"
"1723589370-4586","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Kevin Love","MIA","35","55","924","41","6","86","36","122"
"1723589370-4587","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Kevon Harris","ORL","27","2","6","0","1","1","1","2"
"1723589370-4588","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Kevon Looney","GSW","28","74","1194","39","11","290","135","425"
"1723589370-4589","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Keyontae Johnson","OKC","24","9","66","1","0","4","4","8"
"1723589370-4590","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Keyonte George","UTA","20","75","2023","56","20","55","141","196"
"1723589370-4591","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Khris Middleton","MIL","32","55","1487","101","17","83","93","176"
"1723589370-4592","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Killian Hayes","DET","22","42","1008","73","10","88","59","147"
"1723589370-4593","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Kira Lewis Jr.","UTA","23","28","264","19","2","7","18","25"
"1723589370-4594","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Klay Thompson","GSW","34","77","2284","81","13","160","124","284"
"1723589370-4595","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Kobe Brown","LAC","24","44","394","17","6","22","26","48"
"1723589370-4596","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Kobe Bufkin","ATL","20","17","196","19","2","21","18","39"
"1723589370-4597","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Kobi Simmons","TOR","26","4","67","8","1","2","4","6"
"1723589370-4598","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Kris Dunn","UTA","30","66","1249","145","23","99","90","189"
"1723589370-4599","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Kris Murray","POR","23","62","1348","94","13","121","58","179"
"1723589370-4600","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Kristaps Porzingis","BOS","28","57","1690","66","13","495","170","665"
"1723589370-4601","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Kyle Anderson","MIN","30","79","1782","158","11","159","126","285"
"1723589370-4602","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Kyle Kuzma","WAS","28","70","2281","56","14","227","144","371"
"1723589370-4603","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Kyle Lowry","PHI","38","60","1690","116","20","73","104","177"
"1723589370-4604","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Kyrie Irving","DAL","32","58","2030","146","42","100","76","176"
"1723589370-4605","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","LaMelo Ball","CHA","22","22","711","63","10","25","37","62"
"1723589370-4606","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Lamar Stevens","MEM","26","38","559","39","8","66","46","112"
"1723589370-4607","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Landry Shamet","WAS","27","46","727","50","7","79","47","126"
"1723589370-4608","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Larry Nance Jr.","NOP","31","61","1216","108","14","125","55","180"
"1723589370-4609","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Lauri Markkanen","UTA","27","55","1820","77","21","295","132","427"
"1723589370-4610","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","LeBron James","LAL","39","71","2504","128","19","133","136","269"
"1723589370-4611","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Leaky Black","CHA","25","26","284","26","2","19","23","42"
"1723589370-4612","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Leonard Miller","MIN","20","17","52","5","0","4","2","6"
"1723589370-4613","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Lester Quinones","GSW","23","37","394","22","2","22","18","40"
"1723589370-4614","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Lindell Wigginton","MIL","26","3","8","2","0","1","2","3"
"1723589370-4615","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Lindy Waters III","OKC","26","38","280","14","0","30","34","64"
"1723589370-4616","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Lonnie Walker IV","BKN","25","58","1011","53","15","59","57","116"
"1723589370-4617","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Luguentz Dort","OKC","25","79","2246","132","44","135","200","335"
"1723589370-4618","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Luka Doncic","DAL","25","70","2624","184","42","138","195","333"
"1723589370-4619","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Luka Garza","MIN","25","25","122","7","0","30","3","33"
"1723589370-4620","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Luka Samanic","UTA","24","43","404","17","0","25","38","63"
"1723589370-4621","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Luke Kennard","MEM","28","39","999","34","18","35","44","79"
"1723589370-4622","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Luke Kornet","BOS","28","63","983","34","12","308","109","417"
"1723589370-4623","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Malachi Flynn","DET","26","69","877","60","20","59","52","111"
"1723589370-4624","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Malaki Branham","SAS","21","75","1594","40","15","80","78","158"
"1723589370-4625","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Malcolm Brogdon","POR","31","39","1121","45","8","43","63","106"
"1723589370-4626","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Malcolm Cazalon","DET","22","1","3","0","0","0","0","0"
"1723589370-4627","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Malik Beasley","MIL","27","79","2337","110","19","118","110","228"
"1723589370-4628","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Malik Monk","SAC","26","72","1872","96","19","138","115","253"
"1723589370-4629","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Malik Williams","TOR","25","7","107","2","1","15","8","23"
"1723589370-4630","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Mamadi Diakite","NYK","27","6","24","4","0","2","3","5"
"1723589370-4631","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Maozinha Pereira","MEM","23","7","122","10","3","9","11","20"
"1723589370-4632","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","MarJon Beauchamp","MIL","23","48","608","36","6","35","41","76"
"1723589370-4633","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Marcus Morris Sr.","CLE","34","49","817","26","5","48","30","78"
"1723589370-4634","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Marcus Sasser","DET","23","71","1351","82","17","89","81","170"
"1723589370-4635","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Marcus Smart","MEM","30","20","605","59","13","29","47","76"
"1723589370-4636","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Mark Williams","CHA","22","19","508","29","6","122","44","166"
"1723589370-4637","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Markelle Fultz","ORL","26","43","910","68","12","56","52","108"
"1723589370-4638","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Markieff Morris","DAL","34","26","216","11","3","28","12","40"
"1723589370-4639","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Markquis Nowell","TOR","24","1","4","1","0","0","0","0"
"1723589370-4640","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Marques Bolden","CHA","26","11","121","6","1","26","6","32"
"1723589370-4641","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Marvin Bagley III","WAS","25","50","1053","42","8","235","114","349"
"1723589370-4642","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Mason Jones","SAC","25","5","28","2","0","0","2","2"
"1723589370-4643","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Mason Plumlee","LAC","34","46","674","40","10","120","29","149"
"1723589370-4644","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Matisse Thybulle","POR","27","65","1487","220","21","79","83","162"
"1723589370-4645","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Matt Hurt","MEM","24","8","113","2","1","15","14","29"
"1723589370-4646","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Matt Ryan","NOP","27","28","390","14","5","39","29","68"
"1723589370-4647","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Max Christie","LAL","21","67","944","29","7","122","97","219"
"1723589370-4648","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Max Strus","CLE","28","70","2239","116","22","181","160","341"
"1723589370-4649","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Maxi Kleber","DAL","32","43","871","28","7","199","85","284"
"1723589370-4650","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Maxwell Lewis","LAL","21","34","103","5","0","7","10","17"
"1723589370-4651","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Micah Potter","UTA","26","16","186","9","1","31","14","45"
"1723589370-4652","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Michael Porter Jr.","DEN","26","81","2565","86","8","195","121","316"
"1723589370-4653","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Mikal Bridges","BKN","27","82","2854","124","23","173","164","337"
"1723589370-4654","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Mike Conley","MIN","36","76","2193","168","26","94","98","192"
"1723589370-4655","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Mike Muscala","OKC","33","53","600","22","2","153","50","203"
"1723589370-4656","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Miles Bridges","CHA","26","69","2581","106","23","261","211","472"
"1723589370-4657","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Miles McBride","NYK","23","68","1328","117","9","110","85","195"
"1723589370-4658","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Mitchell Robinson","NYK","26","31","768","52","7","136","57","193"
"1723589370-4659","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Mo Bamba","PHI","26","57","740","23","5","166","44","210"
"1723589370-4660","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Monte Morris","MIN","29","33","476","31","6","21","18","39"
"1723589370-4661","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Moritz Wagner","ORL","27","80","1415","93","17","229","97","326"
"1723589370-4662","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Moses Brown","POR","24","22","200","6","1","57","13","70"
"1723589370-4663","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Moses Moody","GSW","22","66","1156","80","26","92","95","187"
"1723589370-4664","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Mouhamadou Gueye","TOR","25","11","120","5","1","39","14","53"
"1723589370-4665","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Mouhamed Gueye","ATL","21","6","73","4","2","10","7","17"
"1723589370-4666","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Moussa Diabate","LAC","22","11","64","5","1","12","6","18"
"1723589370-4667","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Myles Turner","IND","28","77","2076","111","9","526","153","679"
"1723589370-4668","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Naji Marshall","NOP","26","66","1257","98","11","94","97","191"
"1723589370-4669","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Nassir Little","PHX","24","45","458","13","3","54","37","91"
"1723589370-4670","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Nate Hinton","HOU","25","15","75","7","1","3","3","6"
"1723589370-4671","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Nate Williams","HOU","25","22","129","12","2","12","6","18"
"1723589370-4672","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Nathan Mensah","CHA","26","25","307","26","0","82","23","105"
"1723589370-4673","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Naz Reid","MIN","24","81","1964","103","15","261","174","435"
"1723589370-4674","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Neemias Queta","BOS","24","28","333","17","3","77","40","117"
"1723589370-4675","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Nic Claxton","BKN","25","71","2116","112","19","587","185","772"
"1723589370-4676","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Nick Richards","CHA","26","67","1759","49","10","341","96","437"
"1723589370-4677","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Nick Smith Jr.","CHA","20","51","729","14","3","41","51","92"
"1723589370-4678","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Nickeil Alexander-Walker","MIN","25","82","1921","157","21","172","68","240"
"1723589370-4679","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Nicolas Batum","PHI","35","60","1530","114","19","137","117","254"
"1723589370-4680","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Nikola Jokic","DEN","29","79","2737","238","24","393","163","556"
"1723589370-4681","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Nikola Jovic","MIA","21","46","896","44","6","110","65","175"
"1723589370-4682","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Nikola Vucevic","CHI","33","76","2610","137","17","405","219","624"
"1723589370-4683","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Noah Clowney","BKN","19","23","370","19","5","69","33","102"
"1723589370-4684","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Norman Powell","LAC","31","76","1990","93","16","105","102","207"
"1723589370-4685","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","OG Anunoby","NYK","26","50","1702","130","12","236","120","356"
"1723589370-4686","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Obi Toppin","IND","26","82","1731","82","21","174","117","291"
"1723589370-4687","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Ochai Agbaji","TOR","24","78","1642","77","12","191","139","330"
"1723589370-4688","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Olivier Sarr","OKC","25","15","98","2","1","19","4","23"
"1723589370-4689","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Olivier-Maxence Prosper","DAL","21","40","336","7","3","34","23","57"
"1723589370-4690","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Omer Yurtseven","UTA","26","48","545","25","0","95","29","124"
"1723589370-4691","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Onuralp Bitim","CHI","25","23","268","9","2","15","29","44"
"1723589370-4692","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Onyeka Okongwu","ATL","23","55","1405","69","14","298","135","433"
"1723589370-4693","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Orlando Robinson","MIA","23","36","304","16","2","78","14","92"
"1723589370-4694","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Oscar Tshiebwe","IND","24","8","42","2","2","2","3","5"
"1723589370-4695","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Oshae Brissett","BOS","26","55","630","38","8","42","36","78"
"1723589370-4696","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Otto Porter Jr.","TOR","31","15","174","16","2","14","8","22"
"1723589370-4697","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Ousmane Dieng","OKC","21","33","365","8","5","46","32","78"
"1723589370-4698","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","P.J. Tucker","LAC","39","31","486","35","8","50","39","89"
"1723589370-4699","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","P.J. Washington","DAL","25","73","2221","159","17","285","172","457"
"1723589370-4700","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Paolo Banchero","ORL","21","80","2799","112","23","240","236","476"
"1723589370-4701","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Pascal Siakam","IND","30","80","2658","122","35","228","201","429"
"1723589370-4702","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Pat Connaughton","MIL","31","76","1676","66","23","123","168","291"
"1723589370-4703","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Pat Spencer","GSW","27","6","26","0","0","1","1","2"
"1723589370-4704","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Patrick Baldwin Jr.","WAS","21","38","494","27","5","77","41","118"
"1723589370-4705","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Patrick Beverley","MIL","35","73","1463","95","21","76","90","166"
"1723589370-4706","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Patrick Williams","CHI","22","43","1174","76","7","108","95","203"
"1723589370-4707","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Patty Mills","MIA","35","32","415","25","9","9","17","26"
"1723589370-4708","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Paul George","LAC","34","74","2502","218","28","236","202","438"
"1723589370-4709","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Paul Reed","PHI","25","82","1589","168","26","408","127","535"
"1723589370-4710","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Payton Pritchard","BOS","26","82","1826","81","25","72","58","130"
"1723589370-4711","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Pete Nance","CLE","24","8","27","1","1","1","1","2"
"1723589370-4712","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Peyton Watson","DEN","21","80","1488","81","23","300","125","425"
"1723589370-4713","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Precious Achiuwa","NYK","24","74","1624","95","15","385","157","542"
"1723589370-4714","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Quentin Grimes","DET","24","51","1025","60","11","75","66","141"
"1723589370-4715","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","Quenton Jackson","IND","25","3","11","2","0","0","1","1"
"1723589370-4716","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","R.J. Hampton","MIA","23","8","76","3","1","1","7","8"
"1723589370-4717","https://www.nba.com/stats/players/hustle?SeasonType=Regular+Season&PerMode=Totals&Season=2023-24","","RJ Barrett","TOR","24","58","1838","83","15","182","141","323"
